Código;Especie;Nombre común/vulgar;Medio;Familia;Clases;Origen;Endemicidad;Imagen
F00984;Reseda crystallina Webb & Berthel.;Sonajera  sonajilla  rabo cordero;Terrestre;Resedaceae;Magnoliopsida;NS;Endémico;3
F00985;Reseda lutea L.;Gualdón;Terrestre;Resedaceae;Magnoliopsida;NP;No endémico;null
F00986;Reseda luteola L.;Gualda;Terrestre;Resedaceae;Magnoliopsida;NP;No endémico;1
F00987;Reseda scoparia Brouss. ex Willd.;Gualdón canario;Terrestre;Resedaceae;Magnoliopsida;NS;Endémico;3
F00585;Retama rhodorhizoides Webb & Berthel.;Retama blanca canaria  retama de costa  retama;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;5
E04655;Reticulocaulis mucosissimus I.A. Abbott;;Marino;Naccariaceae;Florideophyceae;NP;No endémico;null
E00006;Rhabdoweisia crispata (Dicks.) Lindb.;;Terrestre;Rhabdoweisiaceae;Bryopsida;NP;No endémico;null
C00401;Rhabdoweisia fugax (Hedw.) Bruch & Schimp.;;Terrestre;Rhabdoweisiaceae;Bryopsida;NP;No endémico;null
F01646;Rhagadiolus stellatus (L.) Gaertn.;Camarroja;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F00745;Rhamnus alaternus L.;Alaterno;Terrestre;Rhamnaceae;Magnoliopsida;ISI;No endémico;null
F00746;Rhamnus crenulata Aiton;Espinero  leña negra  espino negro;Terrestre;Rhamnaceae;Magnoliopsida;NS;Endémico;3
F00747;Rhamnus glandulosa Aiton;Sanguino  sanguiñero;Terrestre;Rhamnaceae;Magnoliopsida;NS;No endémico;7
F00748;Rhamnus integrifolia DC.;Moralito  mocanillo;Terrestre;Rhamnaceae;Magnoliopsida;NS;Endémico;7
C00403;Rhamphidium purpuratum Mitt.;;Terrestre;Ditrichaceae;Bryopsida;NP;No endémico;null
F01694;Rhaponticum canariense DC.;Cardo de plata;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;10
E01157;Rhizoclonium riparium (Roth) Harvey;;Marino;Cladophoraceae;Ulvophyceae;NP;No endémico;null
F00170;Rhodalsine geniculata (Poir.) F.N. Williams;Morujón acodado;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
E03316;Rhodophyllis divaricata (Stackhouse) Papenfuss;;Marino;Cystocloniaceae;Florideophyceae;NP;No endémico;null
E03981;Rhodosorus marinus Geitler;;Marino;Stylonemataceae;Stylonematophyceae;NP;No endémico;null
E03900;Rhodymenia ardissonei (Kuntze) Feldmann;;Marino;Rhodymeniaceae;Florideophyceae;NP;No endémico;null
E03907;Rhodymenia caespitosa P.J. Dangeard;;Marino;Rhodymeniaceae;Florideophyceae;NP;No endémico;null
E03910;Rhodymenia holmesii Ardissone;;Marino;Rhodymeniaceae;Florideophyceae;NP;No endémico;null
E03913;Rhodymenia pseudopalmata (J.V. Lamouroux) P.C. Silva;;Marino;Rhodymeniaceae;Florideophyceae;NS;No endémico;null
F00695;Rhus coriaria L.;Zumaquero;Terrestre;Anacardiaceae;Magnoliopsida;NS;No endémico;null
F00586;Rhynchosia caribaea (Jacq.) DC.;;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
C00474;Rhynchostegiella bourgeana (Mitt.) Broth.;Musgo de Bourgeau;Terrestre;Brachytheciaceae;Bryopsida;NP;Endémico;null
C00475;Rhynchostegiella pseudolitorea Hedenäs & J.Patiño;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
C00473;Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
C00472;Rhynchostegiella trichophylla Dirkse & Bouman;;Terrestre;Brachytheciaceae;Bryopsida;NS;Endémico;null
C00402;Rhynchostegium confertum (Dicks.) Schimp.;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;1
C00409;Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
E00035;Rhynchostegium murale (Hedw.) Schimp.;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
C00410;Rhynchostegium riparioides (Hedw.) Cardot;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
C00101;Riccardia chamedryfolia (With.) Grolle;;Terrestre;Aneuraceae;Jungermanniopsida;NP;No endémico;null
C00102;Riccardia multifida (L.) Gray;;Terrestre;Aneuraceae;Jungermanniopsida;NP;No endémico;null
C00103;Riccia atromarginata Levier;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00104;Riccia bicarinata Lindb.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00105;Riccia bifurca Hoffm.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
E07439;Riccia boumanii Dirkse  Losada & M. Stech;;Terrestre;Ricciaceae;Marchantiopsida;NP;Endémico;null
C00106;Riccia cavernosa Hoffm.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00109;Riccia ciliata Hoffm.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00110;Riccia ciliifera Link;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C03195;Riccia crinita Taylor;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00111;Riccia crozalsii Levier;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00112;Riccia crystallina L.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00113;Riccia glauca L.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00114;Riccia gougetiana Durieu et Mont.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;1
C00115;Riccia lamellosa Raddi;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00116;Riccia ligula Steph.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00117;Riccia macrocarpa Levier;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00118;Riccia nigrella DC.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00119;Riccia papillosa Moris;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00120;Riccia sorocarpa Bisch.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00122;Riccia subbifurca Warnst. ex Croz.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
C00124;Riccia trabutiana Steph.;;Terrestre;Ricciaceae;Marchantiopsida;NP;No endémico;null
F00800;Ricinus communis L.;Tartagera  ricino  tartago;Terrestre;Euphorbiaceae;Magnoliopsida;ISI;No endémico;9
F00842;Ridolfia segetum (L.) Moris;Cilantro salvaje;Terrestre;Apiaceae;Magnoliopsida;ISN;No endémico;null
C00125;Riella affinis M. Howe et Underw.;;Terrestre;Riellaceae;Marchantiopsida;NP;No endémico;null
C00126;Riella echinata (Müller) Segarra-Moragues  Puche & Sabovljevi?;;Terrestre;Riellaceae;Marchantiopsida;NP;No endémico;null
C03568;Riella notarisii (Mont.) Mont.;;Terrestre;Riellaceae;Marchantiopsida;NP;No endémico;null
E03427;Rissoella verruculosa (Bertoloni) J. Agardh;Risoela;Marino;Rissoellaceae;Florideophyceae;NP;No endémico;3
F00587;Robinia pseudoacacia L.;;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;1
F00137;Roemeria hybrida (L.) DC.;Amapola mestiza;Terrestre;Papaveraceae;Magnoliopsida;NP;No endémico;2
F01665;Roldana petasitis (Sims) H. Rob. & Brettell;Geranio de California;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;null
F01803;Romulea columnae Sebast. & Mauri;Lila picopaloma  Junquillo  Pico paloma;Terrestre;Iridaceae;Liliopsida;NS;No endémico;9
F01720;Rorippa nasturtium-aquaticum (L.) Hayek;Berro;Terrestre;Brassicaceae;Magnoliopsida;ISN;No endémico;null
F00449;Rosa canina L.;Escaramujo  rosera  rosa de cumbre;Terrestre;Rosaceae;Magnoliopsida;NP;No endémico;2
E08421;Rosa micrantha Borrer;;Terrestre;Rosaceae;Magnoliopsida;NP;No endémico;null
E06831;Rosa rubiginosa L.;;Terrestre;Rosaceae;Magnoliopsida;NP;No endémico;null
F01979;Rostraria cristata (L.) Tzvelev;Cañotilla  Peloperro;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01980;Rostraria pumila (Desf.) Tzvelev;Cañotilla enana  Peloperro  Pasto;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F00352;Rubia fruticosa Aiton;Tasaigo  raspadera  ruidera  galguitero;Terrestre;Rubiaceae;Magnoliopsida;NS;No endémico;3
F01092;Rubia fruticosa Aiton subsp. fruticosa;Tasaigo  asaigo  azaigo  galguitero;Terrestre;Rubiaceae;Magnoliopsida;NS;No endémico;4
F01093;Rubia fruticosa Aiton subsp. melanocarpa (Bornm.) Bramwell;Tasaigo negro;Terrestre;Rubiaceae;Magnoliopsida;NS;No endémico;1
F01094;Rubia fruticosa Aiton subsp. periclymenum (Schenck) Sunding;Tasaigo trepador;Terrestre;Rubiaceae;Magnoliopsida;NS;No endémico;null
F01095;Rubia occidens Capelo  M. Seq. & H. Schaef.;Ruiviño  rapaso  azaico;Terrestre;Rubiaceae;Magnoliopsida;NS;No endémico;null
F02257;Rubia peregrina L.;;Terrestre;Rubiaceae;Magnoliopsida;NS;No endémico;null
F02330;Rubia peregrina L. subsp. longifolia (Poir.) O. Bolós;;Terrestre;Rubiaceae;Magnoliopsida;NP;No endémico;null
F00450;Rubus bollei Focke;Zarza de monte;Terrestre;Rosaceae;Magnoliopsida;NS;No endémico;3
F00452;Rubus palmensis A. Hansen;Zarza palmera;Terrestre;Rosaceae;Magnoliopsida;NS;Endémico;null
F00451;Rubus ulmifolius Schott;Zarza común  zarzamora;Terrestre;Rosaceae;Magnoliopsida;NP;No endémico;null
F02258;Rumex acetosella L.;;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
F00289;Rumex acetosella L. subsp. angiocarpus (Murb.) Murb.;Acederilla  vinagrerita;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
F00290;Rumex bipinnatus L. f.;;Terrestre;Polygonaceae;Magnoliopsida;NP;No endémico;2
F02163;Rumex bucephalophorus L.;;Terrestre;Polygonaceae;Magnoliopsida;NS;No endémico;3
F00291;Rumex bucephalophorus L. subsp. canariensis (Steinh.) Rech. f.;Vinagrerilla canaria;Terrestre;Polygonaceae;Magnoliopsida;NS;No endémico;null
F00292;Rumex bucephalophorus L. subsp. gallicus (Steinh.) Rech. f.;Vinagrerilla gálica;Terrestre;Polygonaceae;Magnoliopsida;NS;No endémico;null
F00293;Rumex conglomeratus Murray;Labasa paniega;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
F00294;Rumex crispus L.;Labasa lenguavaca  vinagrera rizada;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
E07805;Rumex crispus L. subsp. crispus;;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;2
E08176;Rumex cristatus DC.;;Terrestre;Polygonaceae;Magnoliopsida;ISN;No endémico;null
F02116;Rumex induratus Boiss. & Reut.;Aceda romana;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
F00295;Rumex lunaria L.;Vinagrera  calcosa;Terrestre;Polygonaceae;Magnoliopsida;NS;Endémico;9
F00296;Rumex maderensis Lowe;Aceda de Madeira  agria  vinagrera salvaje  vinagrera de monte;Terrestre;Polygonaceae;Magnoliopsida;NS;No endémico;3
F02259;Rumex obtusifolius L.;;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
F00297;Rumex obtusifolius L. subsp. obtusifolius;Labasa mayor;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
E08177;Rumex palustris Sm.;;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
F02260;Rumex pulcher L.;;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
E07806;Rumex pulcher L. subsp. pulcher;;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
F00298;Rumex pulcher L. subsp. woodsii (De Not.) Arcang.;Labasa timplera  vinagrera hermosa;Terrestre;Polygonaceae;Magnoliopsida;IP;No endémico;null
F00300;Rumex vesicarius L.;Vinagrerilla roja  vinagrera;Terrestre;Polygonaceae;Magnoliopsida;NP;No endémico;6
F01724;Ruppia maritima L.;Algomarina;Terrestre;Ruppiaceae;Liliopsida;NS;No endémico;2
F01787;Ruscus aculeatus L.;Brusco;Terrestre;Asparagaceae;Liliopsida;ISN;No endémico;null
F01788;Ruscus hypoglossum L.;Bislingua;Terrestre;Asparagaceae;Liliopsida;ISN;No endémico;null
F00687;Ruta chalepensis L.;Ruda salvaje;Terrestre;Rutaceae;Magnoliopsida;IP;No endémico;2
F00688;Ruta graveolens L.;Ruda común;Terrestre;Rutaceae;Magnoliopsida;ISN;No endémico;1
F00689;Ruta microcarpa Svent.;Ruda gomera  ruda salvaje;Terrestre;Rutaceae;Magnoliopsida;NS;Endémico;2
F00690;Ruta oreojasme Webb;Ruda grancanaria  ruda de risco;Terrestre;Rutaceae;Magnoliopsida;NS;Endémico;3
F00691;Ruta pinnata L. f.;Ruda canaria  ruda salvaje  tedera salvaje;Terrestre;Rutaceae;Magnoliopsida;NS;Endémico;3
F00843;Rutheopsis herbanica (Bolle) A. Hansen & G. Kunkel;Tájame;Terrestre;Apiaceae;Magnoliopsida;NS;Endémico;6
E05952;Ruthnielsenia tenuis (Kylin) C.J. O'Kelly  B. Wynsor & W.K. Bellows;;Marino;Ulvaceae;Ulvophyceae;NP;No endémico;null
F02417;Rytidosperma pilosa (R. Br.) Connor & Edgar;;Terrestre;Poaceae;Liliopsida;ISN;No endémico;null
E02891;Rytiphlaea tinctoria (Clemente ) C. Agardh;Alga del tinte;Marino;Rhodomelaceae;Florideophyceae;NS;No endémico;null
F02025;Saccharum officinarum L.;Cañadulce  Caña de azúcar;Terrestre;Poaceae;Liliopsida;ISN;No endémico;null
C00127;Saccogyna viticulosa (L.) Dumort.;;Terrestre;Lophocoleaceae;Jungermanniopsida;NP;No endémico;1
F00192;Sagina apetala Ard.;Morujilla desnuda;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F00193;Sagina maritima G. Don;Morujilla de costa;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F00194;Sagina procumbens L.;Morujilla de manantial;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
E01937;Sahlingia subintegra (Rosenvinge) Kornmann;;Marino;Erythrotrichiaceae;Compsopogonophyceae;NP;No endémico;null
F00991;Salix canariensis C. Sm. ex Link;Sauce canario  sao;Terrestre;Salicaceae;Magnoliopsida;NS;No endémico;11
F01113;Salpichroa origanifolia (Lam.) Baill.;Huevito de gallo;Terrestre;Solanaceae;Magnoliopsida;ISN;No endémico;3
F01382;Salsola divaricata Masson ex Link in Buch;Matabrusca negra  salado  zagua;Terrestre;Chenopodiaceae;Magnoliopsida;NS;Endémico;4
F00272;Salsola kali L.;Matabrusca pinchuda  pincho;Terrestre;Chenopodiaceae;Magnoliopsida;NP;No endémico;2
F01328;Salvia africana L.;Salvia mora;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
F01329;Salvia broussonetii Benth.;Salvia orejaburro  salvia de risco;Terrestre;Lamiaceae;Magnoliopsida;NS;Endémico;3
F01330;Salvia canariensis L.;Salvia canaria  salvia morisca  garitopa;Terrestre;Lamiaceae;Magnoliopsida;NS;Endémico;5
F01331;Salvia coccinea Buc'hoz ex Etl.;Salvia flor de azúcar;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
F01335;Salvia fruticosa Mill.;Salvia de jardín;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
F01333;Salvia leucantha Cav.;Salvia rabo de gato  salvacruz;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;1
F01334;Salvia officinalis L.;Salvia;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;1
F01326;Salvia rosmarinus Spenn.;Romero;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
F01336;Salvia verbenaca L.;Verbenaca  gallocresta  salvia  hierba de Santa María;Terrestre;Lamiaceae;Magnoliopsida;IP;No endémico;2
E07991;Salvinia molesta D. S. Mitch.;;Terrestre;Salviniaceae;Filicopsida;ISI;No endémico;null
F00060;Salvinia natans (L.) All.;;Terrestre;Salviniaceae;Filicopsida;ISN;No endémico;null
F01035;Sambucus canadensis L.;Saúco del Canadá;Terrestre;Viburnaceae;Magnoliopsida;ISN;No endémico;null
F02358;Sambucus nigra L.;;Terrestre;Viburnaceae;Magnoliopsida;NS;No endémico;null
F01036;Sambucus nigra L. subsp. palmensis (Link) Bolli;Saúco canario  sabugo  saugo;Terrestre;Viburnaceae;Magnoliopsida;NS;No endémico;15
F01025;Samolus valerandi L.;Jabonera de manantial;Terrestre;Primulaceae;Magnoliopsida;NP;No endémico;3
F00453;Sanguisorba megacarpa (Lowe) Muñoz Garm. & C. Navarro;Algáfita  pimpinela  algáfica;Terrestre;Rosaceae;Magnoliopsida;NS;No endémico;null
C00245;Sanionia uncinata (Hedw.) Loeske;;Terrestre;Amblystegiaceae;Bryopsida;NP;No endémico;null
F01737;Sansevieria trifasciata Prain;Lenguatigre;Terrestre;Asparagaceae;Liliopsida;ISN;No endémico;null
F00276;Sarcocornia perennis (Mill.) A. J. Scott;Salado de marisma;Terrestre;Chenopodiaceae;Magnoliopsida;NS;No endémico;4
E03283;Sarcodiotheca divaricata Taylor;;Marino;Solieriaceae;Florideophyceae;NS;No endémico;null
F00430;Saxifraga stolonifera Curtis;Consuelda de estolones;Terrestre;Saxifragaceae;Magnoliopsida;ISN;No endémico;null
F01053;Scabiosa atropurpurea L.;Viudita silvestre  flor de viuda;Terrestre;Dipsacaceae;Magnoliopsida;IP;No endémico;1
F02086;Scandix pecten-veneris L.;Peine de Venus  aguja de pastor;Terrestre;Apiaceae;Magnoliopsida;NP;No endémico;1
F00845;Scandix pecten-veneris L. subsp. brachycarpa (Guss.) Thell.;;Terrestre;Apiaceae;Magnoliopsida;IP;No endémico;null
F00844;Scandix pecten-veneris L. subsp. pecten-veneris;Aguja de pastor  peine de Venus  cominillo;Terrestre;Apiaceae;Magnoliopsida;NP;No endémico;null
C00128;Scapania compacta (Roth) Dumort.;;Terrestre;Scapaniaceae;Jungermanniopsida;NP;No endémico;null
C00129;Scapania curta (Mart.) Dumort.;;Terrestre;Scapaniaceae;Jungermanniopsida;NP;No endémico;null
C00130;Scapania gracilis Lindb.;;Terrestre;Scapaniaceae;Jungermanniopsida;NP;No endémico;null
C00131;Scapania nemorea (L.) Grolle;;Terrestre;Scapaniaceae;Jungermanniopsida;NP;No endémico;null
C00132;Scapania undulata (L.) Dumort.;;Terrestre;Scapaniaceae;Jungermanniopsida;NP;No endémico;null
E06836;Schefflera actinophylla (Endl.) Harms;;Terrestre;Araliaceae;Magnoliopsida;ISN;No endémico;1
E03342;Schimmelmannia schousboei (J. Agardh) J. Agardh;;Marino;Schimmelmanniaceae;Florideophyceae;NP;No endémico;null
F00696;Schinus molle L.;Falso pimentero  especiero;Terrestre;Anacardiaceae;Magnoliopsida;ISN;No endémico;1
E06784;Schinus terebinthifolia Raddi;;Terrestre;Anacardiaceae;Magnoliopsida;ISN;No endémico;2
F02026;Schismus arabicus Nees;Aceitilla morisca  Pasto;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02027;Schismus barbatus (L.) Thell.;Aceitilla peluda  Pelo perro  Pasto;Terrestre;Poaceae;Liliopsida;NP;No endémico;1
C00411;Schistidium apocarpum (Hedw.) Bruch & Schimp.;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;null
E00041;Schistidium confertum (Funk) Bruch & Schimp.;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;null
C00412;Schistidium flaccidum (De Not.) Ochyra;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;null
E00017;Schistidium frigidum H.H.Blom;;Terrestre;Grimmiaceae;Bryopsida;NP;No endémico;null
F01647;Schizogyne glaberrima DC.;Salado verde;Terrestre;Asteraceae;Magnoliopsida;NS;Endémico;1
F01648;Schizogyne sericea (L. f.) DC.;Salado blanco  dama;Terrestre;Asteraceae;Magnoliopsida;NS;No endémico;1
E03206;Schmitziella endophloea Bornet & Batters;;Marino;Schmiziellaceae;Florideophyceae;NP;No endémico;null
F01856;Schoenoplectus supinus (L.) Palla in Verh;Junquillo rastrero;Terrestre;Cyperaceae;Liliopsida;NP;No endémico;null
F02300;Schoenoplectus triqueter (L.) Palla in Verh;Junquillo triangular;Terrestre;Cyperaceae;Liliopsida;NP;No endémico;null
F01751;Scilla dasyantha Webb & Berthel.;Cebolla almorrana de Berthelot;Terrestre;Asparagaceae;Liliopsida;NS;Endémico;1
F01752;Scilla haemorrhoidalis Webb & Berthel.;Cebolla almorrana menor;Terrestre;Asparagaceae;Liliopsida;NS;Endémico;4
F01753;Scilla latifolia Willd.;Cebolla almorrana mayor  Almorranas;Terrestre;Asparagaceae;Liliopsida;NS;No endémico;6
F01754;Scilla peruviana L.;Cebolla almorrana estrellada;Terrestre;Asparagaceae;Liliopsida;ISN;No endémico;null
E03560;Scinaia acuta Wynne;;Marino;Scinaiaceae;Florideophyceae;IP;No endémico;null
E03563;Scinaia caribaea (Taylor) Huisman;;Marino;Scinaiaceae;Florideophyceae;IP;No endémico;null
E03568;Scinaia complanata (Collins) Cotton;;Marino;Scinaiaceae;Florideophyceae;NP;No endémico;null
E03572;Scinaia furcellata (Turner) J. Agardh;;Marino;Scinaiaceae;Florideophyceae;NS;No endémico;1
F02006;Scirpoides holoschoenus (L.) Soják;Junco manso;Terrestre;Cyperaceae;Liliopsida;IP;No endémico;null
C00173;Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
F02263;Scleranthus annuus L.;;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F00195;Scleranthus annuus L. subsp. annuus;Escleranto anual;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F02090;Scleranthus annuus L. subsp. polycarpos (L.) Bonnier & Layens;Escleranto milfrutos;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F01114;Sclerophylax spinescens Miers;Falsa espinaca;Terrestre;Solanaceae;Magnoliopsida;ISN;No endémico;null
C00413;Scleropodium cespitans (Wilson ex Müll.Hal.) L.F.Koch;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
C00414;Scleropodium touretii (Brid.) L.F.Koch;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;1
F01649;Scolymus grandiflorus Desf.;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01650;Scolymus hispanicus L.;Cardillo;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;3
F02113;Scolymus hispanicus L. subsp. hispanicus;Tagardina;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F02138;Scolymus hispanicus L. subsp. occidentalis F. M. Vázquez;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
F01651;Scolymus maculatus L.;Cardo de leche  cardo burro;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;4
C00417;Scopelophila ligulata (Spruce) Spruce;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;null
C00418;Scorpiurium circinatum (Brid.) M.Fleisch. & Loeske;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
C00419;Scorpiurium deflexifolium (Solms) M.Fleisch. & Loeske;;Terrestre;Brachytheciaceae;Bryopsida;NP;No endémico;null
F00588;Scorpiurus muricatus L.;Rosquilla fina  carnelera;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;4
F00589;Scorpiurus vermiculatus L.;Rosquilla gruesa  Lengua oveja;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
F01588;Scorzoneroides palisiae (Izuzq.) Greuter & Talavera;;Terrestre;Asteraceae;Magnoliopsida;NP;No endémico;null
