Código;Especie;Nombre común/vulgar;Medio;Familia;Clases;Origen;Endemicidad;Imagen
F00412;Linaria micrantha (Cav.) Hoffmanns. & Link;Linaria de flor chica;Terrestre;Plantaginaceae;Magnoliopsida;NP;No endémico;1
F01226;Linaria simplex (Willd.) DC. in Lam. & DC.;Linaria simple;Terrestre;Plantaginaceae;Magnoliopsida;NP;No endémico;null
F01227;Linaria spartea (L.) Willd.;Linaria espartera;Terrestre;Plantaginaceae;Magnoliopsida;NP;No endémico;null
F00708;Linum bienne Mill.;Lino bravo  lino blanco;Terrestre;Linaceae;Magnoliopsida;IP;No endémico;null
F00709;Linum decumbens Desf.;Lino rastrero;Terrestre;Linaceae;Magnoliopsida;IP;No endémico;null
F00710;Linum strictum L.;Lino silvestre;Terrestre;Linaceae;Magnoliopsida;NP;No endémico;3
F02295;Linum trigynum L.;Lino amarillo;Terrestre;Linaceae;Magnoliopsida;NP;No endémico;null
F00711;Linum usitatissimum L.;Lino  lino silvestre;Terrestre;Linaceae;Magnoliopsida;IP;No endémico;null
C00051;Liochlaena lanceolata Nees;;Terrestre;Jungermanniaceae;Jungermanniopsida;NP;No endémico;null
E08946;Lithophyllum absimile Foslie & M. Howe;;Marino;Lithophyllaceae;Florideophyceae;;---;null
E03220;Lithophyllum corallinae (P. Crouan & H. Crouan) Heydrich;;Marino;Lithophyllaceae;Florideophyceae;NP;No endémico;null
E06579;Lithophyllum crouaniorum Foslie;;Marino;Lithophyllaceae;Florideophyceae;NP;No endémico;null
E03150;Lithophyllum cystoseirae (Hauck) Heydrich;;Marino;Lithophyllaceae;Florideophyceae;NS;No endémico;null
E03151;Lithophyllum esperi (Lemoine) South & Tittley;;Marino;Lithophyllaceae;Florideophyceae;NS;No endémico;null
E03152;Lithophyllum incrustans Philippi;;Marino;Lithophyllaceae;Florideophyceae;NP;No endémico;null
E03156;Lithophyllum irregulare (Foslie) Huvé ex Steentoft;;Marino;Lithophyllaceae;Florideophyceae;NP;No endémico;null
E03157;Lithophyllum lobatum Lemoine;;Marino;Lithophyllaceae;Florideophyceae;NS;No endémico;null
E08918;Lithophyllum papillosum (Zanardini ex Hauck) Foslie;;Marino;Lithophyllaceae;Florideophyceae;NP;No endémico;null
E03226;Lithophyllum polycephalum Foslie;;Marino;Lithophyllaceae;Florideophyceae;NS;No endémico;1
E03159;Lithophyllum vickersiae Lemoine;;Marino;Lithophyllaceae;Florideophyceae;NS;No endémico;null
E03162;Lithoporella sauvageaui (Foslie) Adey;;Marino;Mastoporaceae;Florideophyceae;NS;No endémico;null
E03164;Lithothamnion corallioides (P. Crouan & H. Crouan) P. Crouan e& H. Crouan;Anís de fondo;Marino;Lithothamniaceae;Florideophyceae;NP;No endémico;1
E03165;Lithothamnion sonderi Hauck;;Marino;Lithothamniaceae;Florideophyceae;NP;No endémico;null
F01378;Lobelia erinus L.;Lobelia balsámica;Terrestre;Campanulaceae;Magnoliopsida;ISN;No endémico;null
F02083;Lobularia canariensis (DC.) L. Borgen;Pan y queso  mastuerzo  hierba de pájaros;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;2
F00949;Lobularia canariensis (DC.) L. Borgen subsp. canariensis;Paniqueso canario;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;null
F00948;Lobularia canariensis (DC.) L. Borgen subsp. intermedia (Webb) L. Borgen;Paniqueso occidental  lobularia;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;1
F00950;Lobularia canariensis (DC.) L. Borgen subsp. marginata (Webb) L. Borgen;Paniqueso oriental;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;5
F00951;Lobularia canariensis (DC.) L. Borgen subsp. microsperma L. Borgen;Paniqueso menudo;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;null
F00952;Lobularia canariensis (DC.) L. Borgen subsp. palmensis (Christ) L. Borgen;Paniqueso palmero;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;null
F00953;Lobularia libyca (Viv.) Meisn.;Camosilla;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F00954;Lobularia maritima (L.) Desv.;Mastuerzo marino;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F00169;Loeflingia hispanica L.;;Terrestre;Caryophyllaceae;Magnoliopsida;NP;No endémico;null
F01952;Lolium arundinaceus (Schreb.) Darbysh.;Cerrillo alto;Terrestre;Poaceae;Liliopsida;ISN;No endémico;null
F02387;Lolium atlantigenum (St.-Yves) Banfi  Galasso  Foggi  Kopecký & Ardenghi;;Terrestre;Poaceae;Liliopsida;IP;No endémico;null
F01970;Lolium canariense Steud.;Ballico de Canarias;Terrestre;Poaceae;Liliopsida;NS;Endémico;null
F00362;Lolium edwardii H. Scholz  Stierstorfer & Gaisberg;Ballico herreño;Terrestre;Poaceae;Liliopsida;NS;Endémico;null
F02389;Lolium interruptum (Desf.) Banfi  Galasso  Foggi  Kopecký & Ardenghi;;Terrestre;Poaceae;Liliopsida;IP;No endémico;null
F01971;Lolium lowei Menezes;Joyo;Terrestre;Poaceae;Liliopsida;NS;Endémico;null
F02390;Lolium mediterraneum (Hack.) Banfi  Galasso  Foggi  Kopecký & Ardenghi;;Terrestre;Poaceae;Liliopsida;IP;No endémico;null
F01972;Lolium multiflorum Lam.;Ballico italiano  Acebén;Terrestre;Poaceae;Liliopsida;IP;No endémico;null
F01973;Lolium parabolicae Sennen ex Samp.;Lolium parabolicae  Acebón;Terrestre;Poaceae;Liliopsida;NS;Endémico;null
F01974;Lolium perenne L.;Césped inglés  Acebén;Terrestre;Poaceae;Liliopsida;IP;No endémico;null
F01975;Lolium remotum Schrank;Cizaña del lino;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01976;Lolium rigidum Gaudin;Ballico rígido;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F02348;Lolium saxatile H. Scholz & S. Scholz;;Terrestre;Poaceae;Liliopsida;NS;Endémico;1
F01977;Lolium subulatum Vis.;;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
F01978;Lolium temulentum L.;Cizaña común  Jollo;Terrestre;Poaceae;Liliopsida;NP;No endémico;null
E03790;Lomentaria articulata (Hudson) Lyngbye;;Marino;Lomentariaceae;Florideophyceae;NP;No endémico;null
E03799;Lomentaria benahoarensis Afonso-Carrillo  Sangil & Sansón;;Marino;Lomentariaceae;Florideophyceae;NP;No endémico;null
E03803;Lomentaria chylocladiella Funk;;Marino;Lomentariaceae;Florideophyceae;NP;No endémico;null
E03791;Lomentaria divaricata (Durant) M.J. Wynne;;Marino;Lomentariaceae;Florideophyceae;NP;No endémico;null
E03806;Lomentaria linearis (Zanardini) Zanardini;;Marino;Lomentariaceae;Florideophyceae;NP;No endémico;null
E03812;Lomentaria subdichotoma Ercegovic;;Marino;Lomentariaceae;Florideophyceae;NP;No endémico;null
F01748;Loncomelos narbonense (L.) Raf.;Ajo de lobo  Cebolleta  Leche de pájaro;Terrestre;Asparagaceae;Liliopsida;IP;No endémico;3
F01749;Loncomelos pyrenaicum (L.) J. Holub;Ajo palillo;Terrestre;Asparagaceae;Liliopsida;IP;No endémico;null
F01034;Lonicera etrusca Santi;;Terrestre;Caprifoliaceae;Magnoliopsida;ISN;No endémico;null
F02064;Lonicera japonica Thunb.;Madreselva del Japón;Terrestre;Caprifoliaceae;Magnoliopsida;ISI;No endémico;1
F01038;Lonicera nitida E. H. Wilson;Madreselva lustrosa;Terrestre;Caprifoliaceae;Magnoliopsida;ISN;No endémico;null
E08387;Lophocereus schottii (Engelm.) Britton & Rose;;Terrestre;Cactaceae;Magnoliopsida;ISF;---;null
E02692;Lophocladia trichoclados (C. Agardh) F. Schmitz;Lofocladia;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;3
C00061;Lophocolea bidentata (L.) Dumort.;;Terrestre;Lophocoleaceae;Jungermanniopsida;NP;No endémico;null
C00063;Lophocolea fragans (Moris et De Not.) Gottsche  Lindenb. et Nees;;Terrestre;Lophocoleaceae;Jungermanniopsida;NP;No endémico;null
C00038;Lophocolea heterophylla (Schrad.) Dumort.;;Terrestre;Lophocoleaceae;Jungermanniopsida;NP;No endémico;null
E02693;Lophosiphonia cristata Falkenberg;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02696;Lophosiphonia obscura (C. Agardh) Falkenberg;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
C00062;Lophoziopsis excisa (Dicks.) Konstant. et Vilnet;;Terrestre;Scapaniaceae;Jungermanniopsida;NP;No endémico;null
F00517;Lotus angustissimus L.;Corazoncillo fino;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F02120;Lotus arinagensis Bramwell;Corazoncillo de Arinaga  mata parda;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;4
F00518;Lotus berthelotii Masf.;Pico paloma  hierba de plata;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;11
F00519;Lotus callis-viridis Bramwell & D. H. Davis;Corazoncillo de Andén Verde;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;1
F02372;Lotus campylocladus Webb & Berthel.;Corazoncillo de Tenerife;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;2
F00520;Lotus campylocladus Webb & Berthel. subsp. campylocladus;Corazoncillo;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;1
F00528;Lotus campylocladus Webb & Berthel. subsp. hillebrandii (Christ) Sandral & D. D. Sokoloff;Corazoncillo;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;null
F00522;Lotus dumetorum Webb ex R. P. Murray;Corazoncillo de Anaga;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;2
F00523;Lotus emeroides R. P. Murray;Corazoncillo de La Gomera;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;3
F00524;Lotus eremiticus A. Santos;Picocernícalo;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;4
F00526;Lotus glaucus Dryand. in Aiton;Corazoncillo de costa;Terrestre;Fabaceae;Magnoliopsida;NS;No endémico;null
F00527;Lotus glinoides Delile;Cuernecillo rosado  pardilla  hierba cría  salvaje  salada;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;4
E00670;Lotus gomerythus A. Portero  J. Martín-Carbajal & R. Mesa;;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;1
F00529;Lotus holosericeus Webb & Berthel.;Corazoncillo plateado;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;3
F00530;Lotus kunkelii (Esteve) Bramwell & D. H. Davis;Yerbamuda de Jinámar  hierbamuda  cuernecillo de costa;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;6
F00531;Lotus lancerottensis Webb & Berthel.;Corazoncillo de Lanzarote  hierba cría;Terrestre;Fabaceae;Magnoliopsida;NS;No endémico;4
F00533;Lotus maculatus Breitf.;Pico de El Sauzal;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;13
F00534;Lotus mascaensis Burchard;Corazoncillo de Masca;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;4
F00535;Lotus ornithopodioides L.;Cuernecillo;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F00536;Lotus parviflorus Desf.;Cuernecillo de flor chica;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;null
F00540;Lotus pedunculatus Cav.;Cuernecillo grande;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F00537;Lotus pyranthus P. Pérez;Pico de fuego  cienfuegos;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;6
F02371;Lotus sessilifolius DC.;Corazoncillo canario;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;1
F00538;Lotus sessilifolius DC. subsp. sessilifolius;Corazoncillo;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;4
F02370;Lotus sessilifolius DC. subsp. villosissimus (Pit.) Sandral & D. D. Sokoloff;;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;1
F00539;Lotus spartioides Webb & Berthel.;Corazoncillo de Gran Canaria;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;5
F02369;Lotus tenellus (Lowe) Sandral  A. Santos & D. D. Sokoloff;;Terrestre;Fabaceae;Magnoliopsida;NS;Endémico;null
F00613;Lotus tetragonolobus L.;Corona de rey;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
C00066;Lunularia cruciata (L.) Dumort. ex Lindb.;Hepática medialuna;Terrestre;Lunulariaceae;Marchantiopsida;NP;No endémico;1
F00541;Lupinus albus L.;Chocho común  altramuz;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
F00542;Lupinus angustifolius L.;Chocho de hoja estrecha;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;3
F02099;Lupinus luteus L.;Chocho amarillo;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
F00543;Lupinus pilosus L.;Chocho azul de pelo;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;null
F01825;Luzula canariensis Poir. in Lamarck;Lúzula canaria;Terrestre;Juncaceae;Liliopsida;NS;Endémico;5
F01816;Luzula elegans Lowe;Junquillo de flor;Terrestre;Juncaceae;Liliopsida;NS;No endémico;null
F01826;Luzula forsteri (Sm.) DC.;Lúzula de Forster;Terrestre;Juncaceae;Liliopsida;NP;No endémico;null
F01827;Luzula pilosa (L.) Willd.;Lúzula pelosa;Terrestre;Juncaceae;Liliopsida;NP;No endémico;null
E04671;Lychaete feredayi (Harvey) M.J. Wynne;;Marino;Cladophoraceae;Ulvophyceae;NP;No endémico;null
E01075;Lychaete pellucida (Hudson) M.J. Wynne;;Marino;Cladophoraceae;Ulvophyceae;NS;No endémico;2
E02587;Lychaete pellucidoidea (C. Hoek) M.J. Wynne;;Marino;Cladophoraceae;Ulvophyceae;NS;No endémico;null
F02115;Lycium europaeum L.;Espino blanco;Terrestre;Solanaceae;Magnoliopsida;ISN;No endémico;null
F01103;Lycium intricatum Boiss.;Espino  espino de mar;Terrestre;Solanaceae;Magnoliopsida;NS;No endémico;5
F01021;Lysimachia arvensis (L.) U. Manns & Anderb.;Muraje común  hierba del cielo  peralillo  tarrillo;Terrestre;Primulaceae;Magnoliopsida;NP;No endémico;14
F01022;Lysimachia foemina (Mill.) U. Manns & Anderb.;Muraje chico;Terrestre;Primulaceae;Magnoliopsida;NP;No endémico;null
F01023;Lysimachia linum-stellatum L.;Lino de lagartija;Terrestre;Primulaceae;Magnoliopsida;NP;No endémico;1
F01024;Lysimachia wildpretii (Valdés) U. Manns & Anderb.;Falso lino de lagartija;Terrestre;Primulaceae;Magnoliopsida;NS;No endémico;null
F00683;Lythrum hyssopifolia L.;Arroyuelo  litro  persegaria  salicaria;Terrestre;Lythraceae;Magnoliopsida;IP;No endémico;3
F00684;Lythrum junceum Banks & Sol. in Russell;Arroyuelo florido;Terrestre;Lythraceae;Magnoliopsida;IP;No endémico;null
F00333;Maclura pomifera (Raf.) C. K. Schneid.;Naranjero de los Osages;Terrestre;Moraceae;Magnoliopsida;ISN;No endémico;null
F02042;Macrochloa tenacissima (L.) Kunth;Esparto;Terrestre;Poaceae;Liliopsida;ISN;No endémico;null
F02075;Maireana brevifolia (R. Br.) P.G. Wilson;Pinillo de Mairena;Terrestre;Chenopodiaceae;Magnoliopsida;ISI;No endémico;1
F01205;Mairetis microsperma (Boiss.) I. M. Johnst.;Alacranillo azul  viboresca  pata de cabra;Terrestre;Boraginaceae;Magnoliopsida;NS;No endémico;3
F00955;Malcolmia littorea (L.) R. Br. in W.T. Aiton;Alhelí de mar;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F00956;Malcolmia maritima (L.) R. Br. in W. T. Aiton;Alhelí de Mahón;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F02400;Malephora crocea (Jacq.) Schwantes;;Terrestre;Aizoaceae;Magnoliopsida;ISN;No endémico;4
F01009;Malva alcea L.;Malvavisco salvaje;Terrestre;Malvaceae;Magnoliopsida;IP;No endémico;null
F01010;Malva neglecta Wallr.;Malvilla humilde;Terrestre;Malvaceae;Magnoliopsida;NP;No endémico;null
F01011;Malva nicaeensis All.;Malvilla de Niza;Terrestre;Malvaceae;Magnoliopsida;NP;No endémico;null
F01012;Malva parviflora L.;Malvilla menor  malva silvestre;Terrestre;Malvaceae;Magnoliopsida;NP;No endémico;2
F01013;Malva pusilla Sm.;Malvilla menuda;Terrestre;Malvaceae;Magnoliopsida;NP;No endémico;null
E09147;Malvastrum corchorifolium (Desr.) Britton ex Small;;Terrestre;Malvaceae;Magnoliopsida;ISN;No endémico;null
F01014;Malvastrum coromandelianum (L.) Garcke;Falsa malva india;Terrestre;Malvaceae;Magnoliopsida;ISN;No endémico;null
E07801;Malvastrum coromandelianum (L.) Garcke subsp. capitatospicatum (Kuntze) S. R. Hill;;Terrestre;Malvaceae;Magnoliopsida;ISN;No endémico;null
E07802;Malvastrum coromandelianum (L.) Garcke subsp. coromandelianum;;Terrestre;Malvaceae;Magnoliopsida;ISN;No endémico;null
C00067;Mannia androgyna (L.) A.Evans;;Terrestre;Aytoniaceae;Marchantiopsida;NP;No endémico;1
F00442;Marcetella moquiniana (Webb & Berthel.) Svent.;Palosangre  ramo de sangre;Terrestre;Rosaceae;Magnoliopsida;NS;Endémico;10
C00068;Marchantia paleacea Bertol.;;Terrestre;Marchantiaceae;Marchantiopsida;NP;No endémico;null
C00069;Marchantia polymorpha L.;;Terrestre;Marchantiaceae;Marchantiopsida;NP;No endémico;1
E00223;Marchantia polymorpha L. subsp. montivagans Bischl. et Boissel.-Dub.;;Terrestre;Marchantiaceae;Marchantiopsida;NP;No endémico;null
E00224;Marchantia polymorpha L. subsp. ruderalis Bischl. et Boissel.-Dub.;;Terrestre;Marchantiaceae;Marchantiopsida;NP;No endémico;null
C00070;Marchesinia mackaii (Hook.) Gray;;Terrestre;Lejeuneaceae;Jungermanniopsida;NP;No endémico;null
F01314;Marrubium vulgare L.;Marrubio  menta;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;1
F00058;Marsilea minuta L.;;Terrestre;Marsileaceae;Filicopsida;ISN;No endémico;null
C00071;Marsupella emarginata (Ehrh.) Dumort.;;Terrestre;Gymnomitriaceae;Jungermanniopsida;NP;No endémico;null
C00072;Marsupella funckii (F.Weber et D.Mohr) Dumort.;;Terrestre;Gymnomitriaceae;Jungermanniopsida;NP;No endémico;null
C00073;Marsupella profunda Lindb.;;Terrestre;Gymnomitriaceae;Jungermanniopsida;NP;No endémico;null
E03398;Mastocarpus stellatus (Stackhouse) Guiry;;Marino;Phyllophoraceae;Florideophyceae;NS;No endémico;null
F01509;Matricaria chamomilla L.;Manzanilla común;Terrestre;Asteraceae;Magnoliopsida;ISN;No endémico;null
F00359;Matthiola bolleana Webb ex Christ;Alhelí de campo;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;1
E08936;Matthiola bolleana Webb ex Christ subsp. bolleana;;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;null
F00959;Matthiola bolleana subsp. morocera (Christ) Reyes-Betancort;Alhelí pálido;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;null
F00957;Matthiola bolleana subsp. viridis (Conti) Reyes-Betancort;Alhelí de campo;Terrestre;Brassicaceae;Magnoliopsida;NS;No endémico;null
F02240;Matthiola incana (L.) R. Br. in W. T. Aiton;;Terrestre;Brassicaceae;Magnoliopsida;ISN;No endémico;null
F00958;Matthiola incana (L.) R. Br. in W. T. Aiton subsp. incana;Alhelí de jardín  alhelí silvestre;Terrestre;Brassicaceae;Magnoliopsida;ISN;No endémico;null
F00960;Matthiola parviflora (Schousb.) R. Br. in W. T. Aiton;Alhelí menudo  alfinelejo ;Terrestre;Brassicaceae;Magnoliopsida;NP;No endémico;null
F01228;Maurandya scandens (Cav.) Pers.;Asarina;Terrestre;Plantaginaceae;Magnoliopsida;ISN;No endémico;null
F00544;Medicago arabica (L.) Huds.;Carretón pintado;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;1
F00545;Medicago arborea L.;Alfalfa arbórea;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
E03634;Medicago intertexta (L.) Mill.;;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F00546;Medicago intertexta (L.) Mill. subsp ciliaris (L.) Ponert;;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F00547;Medicago intertexta (L.) Mill. subsp. intertexta;;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F00548;Medicago laciniata (L.) Mill.;Carretón de hoja partida  caíl blanco  caíl;Terrestre;Fabaceae;Magnoliopsida;NS;No endémico;1
F00549;Medicago littoralis Rohde ex Loisel.;Carretón caíl;Terrestre;Fabaceae;Magnoliopsida;NS;No endémico;1
F00550;Medicago lupulina L.;Alfalfa lupulina;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F00551;Medicago marina L.;Alfalfa común  carretón marino;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F00552;Medicago minima (L.) L.;Carretón menor  caíl negro;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;1
F00553;Medicago orbicularis (All.) Bartal.;Carretón torteruelo  torteruela;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F00554;Medicago polymorpha L.;Carretón común  trébol macho;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;1
F00555;Medicago sativa L.;Alfalfa;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
F00556;Medicago soleirolii Duby;;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;null
E06813;Medicago tornata (L.) Mill.;;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;null
F00557;Medicago tornata (L.) Mill. subsp. helix (Willd.) Ooststr. & Reichg.;Carretón  caíl;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;null
F00558;Medicago truncatula Gaertn.;Carretón truncado;Terrestre;Fabaceae;Magnoliopsida;NP;No endémico;2
F00559;Medicago turbinata (L.) All.;Carretón de turbina;Terrestre;Fabaceae;Magnoliopsida;IP;No endémico;null
F01988;Megathyrsus maximus (Jacq.) B. K. Simon & S. W. L. Jacobs;Mijo de Guinea;Terrestre;Poaceae;Liliopsida;ISN;No endémico;null
E02775;Melanothamnus ferulaceus (Suhr ex J. Agardh) Díaz-Tapia & Maggs;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
E02799;Melanothamnus harveyi (Bailey) Díaz-Tapia & Maggs;;Marino;Rhodomelaceae;Florideophyceae;IP;No endémico;null
E02857;Melanothamnus sphaerocarpus (Børgesen) Díaz-Tapia & Maggs;;Marino;Rhodomelaceae;Florideophyceae;NP;No endémico;null
F00701;Melia azedarach L.;Árbol del paraíso;Terrestre;Meliaceae;Magnoliopsida;ISN;No endémico;6
F00702;Melianthus comosus Vahl;Arbusto de miel;Terrestre;Melianthaceae;Magnoliopsida;ISN;No endémico;null
F01981;Melica canariensis W. Hempel;Triguerilla de Canarias;Terrestre;Poaceae;Liliopsida;NS;No endémico;2
F01982;Melica teneriffae Haeck ex. Christ;Triguerilla guanche;Terrestre;Poaceae;Liliopsida;NS;No endémico;null
F00560;Melilotus albus Medik.;Meliloto blanco;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
F00561;Melilotus indicus (L.) All.;Meliloto oloroso  trébol;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
F00562;Melilotus infestus Guss.;Meliloto invasor;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;null
F00563;Melilotus sulcatus Desf.;Meliloto real  trébol;Terrestre;Fabaceae;Magnoliopsida;ISN;No endémico;3
F01983;Melinis minutiflora P. Beauv.;Capín melado;Terrestre;Poaceae;Liliopsida;IP;No endémico;null
F02241;Melinis repens (Willd.) Zizka;;Terrestre;Poaceae;Liliopsida;ISI;No endémico;null
F01984;Melinis repens (Willd.) Zizka subsp. repens;Yerbarrubí;Terrestre;Poaceae;Liliopsida;ISI;No endémico;2
F01315;Melissa officinalis L.;Toronjil;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
E03166;Melobesia membranacea (Esper) Lamouroux;;Marino;Hapalidiaceae;Florideophyceae;NP;No endémico;null
F01747;Melomphis arabica (L.) Raf.;Lágrimas de San Pedro;Terrestre;Asparagaceae;Liliopsida;IP;No endémico;null
E03167;Melyvonnea canariensis (Foslie) Athanasiadis & D.L. Ballantine;Confite canario;Marino;Mesophyllaceae;Florideophyceae;NS;No endémico;2
E06589;Melyvonnea erubescens (Foslie) Athanasiadis et D.L. Ballantine;;Marino;Mesophyllaceae;Florideophyceae;NP;No endémico;null
F01316;Mentha arvensis L.;Yerbabuena de burro;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
F01317;Mentha longifolia (L.) L.;Mastranto;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;3
F01318;Mentha pulegium L.;Menta poleo;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;1
F01319;Mentha spicata L.;Yerbahuerto;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
F01320;Mentha suaveolens Ehrh.;Mastranto menor;Terrestre;Lamiaceae;Magnoliopsida;ISN;No endémico;null
F00798;Mercurialis annua L.;Ortiga mansa  marcoraje    mercurial  malpresa;Terrestre;Euphorbiaceae;Magnoliopsida;IP;No endémico;1
F02349;Mercurialis canariensis Obbard & S. A. Harris;;Terrestre;Euphorbiaceae;Magnoliopsida;NS;Endémico;null
E03364;Meredithia microphylla (J. Agardh) J. Agardh;;Marino;Kallymeniaceae;Florideophyceae;NS;No endémico;null
E03282;Meristotheca decumbens Grunow;;Marino;Solieriaceae;Florideophyceae;NS;No endémico;null
F00078;Mesembryanthemum cordifolium L. f.;;Terrestre;Aizoaceae;Magnoliopsida;ISN;No endémico;1
F00083;Mesembryanthemum crystallinum L.;Barrilla  escarchosa  escarcha;Terrestre;Aizoaceae;Magnoliopsida;NP;No endémico;5
F00084;Mesembryanthemum nodiflorum L.;Cosco  barrilla  bastoncil;Terrestre;Aizoaceae;Magnoliopsida;NP;No endémico;3
F00085;Mesembryanthemum theurkauffii (Maire) Maire;Cosco de Jandía  afzou;Terrestre;Aizoaceae;Magnoliopsida;NP;No endémico;4
E03168;Mesophyllum ectocarpon (Foslie) Adey;;Marino;Mesophyllaceae;Florideophyceae;NP;No endémico;null
E06590;Mesophyllum expansum (Philippi) Cabioch & Mendoza;;Marino;Mesophyllaceae;Florideophyceae;NP;No endémico;1
E03169;Mesophyllum lichenoides (Ellis) Lemoine;;Marino;Mesophyllaceae;Florideophyceae;NP;No endémico;1
C00064;Mesoptychia heterocolpos (Thed. ex Hartm.) L.Söderstr. & Vá?a;;Terrestre;Mesoptychiaceae;Jungermanniopsida;NP;No endémico;null
C00065;Mesoptychia turbinata (Raddi) L.Söderstr. et Vá?a;;Terrestre;Mesoptychiaceae;Jungermanniopsida;NP;No endémico;null
C00074;Metzgeria conjugata Lindb.;;Terrestre;Metzgeriaceae;Jungermanniopsida;NP;No endémico;null
C00075;Metzgeria furcata (L.) Corda;;Terrestre;Metzgeriaceae;Jungermanniopsida;NP;No endémico;null
C00076;Metzgeria leptoneura Spruce;;Terrestre;Metzgeriaceae;Jungermanniopsida;NP;No endémico;null
E00013;Metzgeria temperata Kuwah.;;Terrestre;Metzgeriaceae;Jungermanniopsida;NP;No endémico;null
C00481;Microbryum davallianum (Sm.) R.H.Zander;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;null
C00386;Microbryum starckeanum (Hedw.) R.H.Zander;;Terrestre;Pottiaceae;Bryopsida;NP;No endémico;null
